,File_Path,Filename,Dataset,Class,Hive,Stratify_Key
136,dataset/urban-frdr/audio_2022_all_chunk\27-06-2022_03h15_HIVE-3640_Active.wav,27-06-2022_03h15_HIVE-3640_Active.wav,FRDR,Active,HIVE-3640,Active_HIVE-3640
137,dataset/urban-frdr/audio_2022_all_chunk\27-06-2022_06h45_HIVE-3691_Active.wav,27-06-2022_06h45_HIVE-3691_Active.wav,FRDR,Active,HIVE-3691,Active
138,dataset/urban-frdr/audio_2022_all_chunk\27-06-2022_15h45_HIVE-3640_Active.wav,27-06-2022_15h45_HIVE-3640_Active.wav,FRDR,Active,HIVE-3640,Active_HIVE-3640
139,dataset/urban-frdr/audio_2022_all_chunk\27-06-2022_17h45_HIVE-3691_Active.wav,27-06-2022_17h45_HIVE-3691_Active.wav,FRDR,Active,HIVE-3691,Active
140,dataset/urban-frdr/audio_2022_all_chunk\27-06-2022_21h15_HIVE-3640_Active.wav,27-06-2022_21h15_HIVE-3640_Active.wav,FRDR,Active,HIVE-3640,Active_HIVE-3640
141,dataset/urban-frdr/audio_2022_all_chunk\29-09-2022_01h00_HIVE-3690_Active.wav,29-09-2022_01h00_HIVE-3690_Active.wav,FRDR,Active,HIVE-3690,Active_HIVE-3690
142,dataset/urban-frdr/audio_2022_all_chunk\29-09-2022_01h15_HIVE-6_Active.wav,29-09-2022_01h15_HIVE-6_Active.wav,FRDR,Active,HIVE-6,Active_HIVE-6
143,dataset/urban-frdr/audio_2022_all_chunk\29-09-2022_02h30_HIVE-3690_Active.wav,29-09-2022_02h30_HIVE-3690_Active.wav,FRDR,Active,HIVE-3690,Active_HIVE-3690
144,dataset/urban-frdr/audio_2022_all_chunk\29-09-2022_02h45_HIVE-6_Active.wav,29-09-2022_02h45_HIVE-6_Active.wav,FRDR,Active,HIVE-6,Active_HIVE-6
145,dataset/urban-frdr/audio_2022_all_chunk\29-09-2022_03h00_HIVE-3690_Active.wav,29-09-2022_03h00_HIVE-3690_Active.wav,FRDR,Active,HIVE-3690,Active_HIVE-3690
146,dataset/urban-frdr/audio_2022_all_chunk\29-09-2022_04h00_HIVE-3640_Active.wav,29-09-2022_04h00_HIVE-3640_Active.wav,FRDR,Active,HIVE-3640,Active_HIVE-3640
147,dataset/urban-frdr/audio_2022_all_chunk\29-09-2022_04h00_HIVE-3690_Active.wav,29-09-2022_04h00_HIVE-3690_Active.wav,FRDR,Active,HIVE-3690,Active_HIVE-3690
148,dataset/urban-frdr/audio_2022_all_chunk\29-09-2022_07h00_HIVE-3631_Active.wav,29-09-2022_07h00_HIVE-3631_Active.wav,FRDR,Active,HIVE-3631,Active_HIVE-3631
149,dataset/urban-frdr/audio_2022_all_chunk\29-09-2022_07h00_HIVE-3690_Active.wav,29-09-2022_07h00_HIVE-3690_Active.wav,FRDR,Active,HIVE-3690,Active_HIVE-3690
150,dataset/urban-frdr/audio_2022_all_chunk\29-09-2022_07h15_HIVE-6_Active.wav,29-09-2022_07h15_HIVE-6_Active.wav,FRDR,Active,HIVE-6,Active_HIVE-6
151,dataset/urban-frdr/audio_2022_all_chunk\29-09-2022_08h30_HIVE-3631_Active.wav,29-09-2022_08h30_HIVE-3631_Active.wav,FRDR,Active,HIVE-3631,Active_HIVE-3631
152,dataset/urban-frdr/audio_2022_all_chunk\29-09-2022_08h30_HIVE-3690_Active.wav,29-09-2022_08h30_HIVE-3690_Active.wav,FRDR,Active,HIVE-3690,Active_HIVE-3690
153,dataset/urban-frdr/audio_2022_all_chunk\29-09-2022_08h45_HIVE-6_Active.wav,29-09-2022_08h45_HIVE-6_Active.wav,FRDR,Active,HIVE-6,Active_HIVE-6
154,dataset/urban-frdr/audio_2022_all_chunk\29-09-2022_10h00_HIVE-3690_Active.wav,29-09-2022_10h00_HIVE-3690_Active.wav,FRDR,Active,HIVE-3690,Active_HIVE-3690
155,dataset/urban-frdr/audio_2022_all_chunk\29-09-2022_18h15_HIVE-3640_Active.wav,29-09-2022_18h15_HIVE-3640_Active.wav,FRDR,Active,HIVE-3640,Active_HIVE-3640
156,dataset/urban-frdr/audio_2022_all_chunk\29-09-2022_22h30_HIVE-3631_Active.wav,29-09-2022_22h30_HIVE-3631_Active.wav,FRDR,Active,HIVE-3631,Active_HIVE-3631
157,dataset/urban-frdr/audio_2022_all_chunk\29-09-2022_22h45_HIVE-3640_Active.wav,29-09-2022_22h45_HIVE-3640_Active.wav,FRDR,Active,HIVE-3640,Active_HIVE-3640
158,dataset/urban-frdr/audio_2022_all_chunk\29-09-2022_22h45_HIVE-6_Active.wav,29-09-2022_22h45_HIVE-6_Active.wav,FRDR,Active,HIVE-6,Active_HIVE-6
159,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_01h00_HIVE-3631_Infested.wav,30-09-2022_01h00_HIVE-3631_Infested.wav,FRDR,Infested,HIVE-3631,Infested_HIVE-3631
160,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_01h00_HIVE-3690_Infested.wav,30-09-2022_01h00_HIVE-3690_Infested.wav,FRDR,Infested,HIVE-3690,Infested
161,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_01h15_HIVE-3640_Infested.wav,30-09-2022_01h15_HIVE-3640_Infested.wav,FRDR,Infested,HIVE-3640,Infested
162,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_01h15_HIVE-3693_Infested.wav,30-09-2022_01h15_HIVE-3693_Infested.wav,FRDR,Infested,HIVE-3693,Infested_HIVE-3693
163,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_02h15_HIVE-3640_Infested.wav,30-09-2022_02h15_HIVE-3640_Infested.wav,FRDR,Infested,HIVE-3640,Infested
164,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_03h15_HIVE-3640_Infested.wav,30-09-2022_03h15_HIVE-3640_Infested.wav,FRDR,Infested,HIVE-3640,Infested
165,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_04h30_HIVE-6_Infested.wav,30-09-2022_04h30_HIVE-6_Infested.wav,FRDR,Infested,HIVE-6,Infested_HIVE-6
166,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_04h45_HIVE-3640_Infested.wav,30-09-2022_04h45_HIVE-3640_Infested.wav,FRDR,Infested,HIVE-3640,Infested
167,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_04h45_HIVE-3693_Infested.wav,30-09-2022_04h45_HIVE-3693_Infested.wav,FRDR,Infested,HIVE-3693,Infested_HIVE-3693
168,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_05h00_HIVE-3690_Infested.wav,30-09-2022_05h00_HIVE-3690_Infested.wav,FRDR,Infested,HIVE-3690,Infested
169,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_06h45_HIVE-3631_Infested.wav,30-09-2022_06h45_HIVE-3631_Infested.wav,FRDR,Infested,HIVE-3631,Infested_HIVE-3631
170,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_06h45_HIVE-3640_Infested.wav,30-09-2022_06h45_HIVE-3640_Infested.wav,FRDR,Infested,HIVE-3640,Infested
171,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_06h45_HIVE-3693_Infested.wav,30-09-2022_06h45_HIVE-3693_Infested.wav,FRDR,Infested,HIVE-3693,Infested_HIVE-3693
172,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_07h00_HIVE-3690_Infested.wav,30-09-2022_07h00_HIVE-3690_Infested.wav,FRDR,Infested,HIVE-3690,Infested
173,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_08h45_HIVE-3640_Infested.wav,30-09-2022_08h45_HIVE-3640_Infested.wav,FRDR,Infested,HIVE-3640,Infested
174,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_09h00_HIVE-3690_Infested.wav,30-09-2022_09h00_HIVE-3690_Infested.wav,FRDR,Infested,HIVE-3690,Infested
175,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_09h00_HIVE-6_Infested.wav,30-09-2022_09h00_HIVE-6_Infested.wav,FRDR,Infested,HIVE-6,Infested_HIVE-6
176,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_09h15_HIVE-3631_Infested.wav,30-09-2022_09h15_HIVE-3631_Infested.wav,FRDR,Infested,HIVE-3631,Infested_HIVE-3631
177,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_12h30_HIVE-6_Infested.wav,30-09-2022_12h30_HIVE-6_Infested.wav,FRDR,Infested,HIVE-6,Infested_HIVE-6
178,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_12h45_HIVE-3640_Infested.wav,30-09-2022_12h45_HIVE-3640_Infested.wav,FRDR,Infested,HIVE-3640,Infested
179,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_15h15_HIVE-3631_Infested.wav,30-09-2022_15h15_HIVE-3631_Infested.wav,FRDR,Infested,HIVE-3631,Infested_HIVE-3631
180,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_15h15_HIVE-3693_Infested.wav,30-09-2022_15h15_HIVE-3693_Infested.wav,FRDR,Infested,HIVE-3693,Infested_HIVE-3693
181,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_15h30_HIVE-3690_Infested.wav,30-09-2022_15h30_HIVE-3690_Infested.wav,FRDR,Infested,HIVE-3690,Infested
182,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_15h45_HIVE-3693_Infested.wav,30-09-2022_15h45_HIVE-3693_Infested.wav,FRDR,Infested,HIVE-3693,Infested_HIVE-3693
183,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_16h00_HIVE-3690_Infested.wav,30-09-2022_16h00_HIVE-3690_Infested.wav,FRDR,Infested,HIVE-3690,Infested
184,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_16h00_HIVE-6_Infested.wav,30-09-2022_16h00_HIVE-6_Infested.wav,FRDR,Infested,HIVE-6,Infested_HIVE-6
185,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_17h00_HIVE-3690_Infested.wav,30-09-2022_17h00_HIVE-3690_Infested.wav,FRDR,Infested,HIVE-3690,Infested
186,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_17h00_HIVE-3691_Infested.wav,30-09-2022_17h00_HIVE-3691_Infested.wav,FRDR,Infested,HIVE-3691,Infested
187,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_17h00_HIVE-6_Infested.wav,30-09-2022_17h00_HIVE-6_Infested.wav,FRDR,Infested,HIVE-6,Infested_HIVE-6
188,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_17h15_HIVE-3631_Infested.wav,30-09-2022_17h15_HIVE-3631_Infested.wav,FRDR,Infested,HIVE-3631,Infested_HIVE-3631
189,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_17h15_HIVE-3640_Infested.wav,30-09-2022_17h15_HIVE-3640_Infested.wav,FRDR,Infested,HIVE-3640,Infested
190,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_18h30_HIVE-6_Infested.wav,30-09-2022_18h30_HIVE-6_Infested.wav,FRDR,Infested,HIVE-6,Infested_HIVE-6
191,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_20h00_HIVE-3690_Infested.wav,30-09-2022_20h00_HIVE-3690_Infested.wav,FRDR,Infested,HIVE-3690,Infested
192,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_20h00_HIVE-6_Infested.wav,30-09-2022_20h00_HIVE-6_Infested.wav,FRDR,Infested,HIVE-6,Infested_HIVE-6
193,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_20h15_HIVE-3631_Infested.wav,30-09-2022_20h15_HIVE-3631_Infested.wav,FRDR,Infested,HIVE-3631,Infested_HIVE-3631
194,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_20h15_HIVE-3693_Infested.wav,30-09-2022_20h15_HIVE-3693_Infested.wav,FRDR,Infested,HIVE-3693,Infested_HIVE-3693
195,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_20h30_HIVE-3640_Infested.wav,30-09-2022_20h30_HIVE-3640_Infested.wav,FRDR,Infested,HIVE-3640,Infested
196,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_20h30_HIVE-6_Infested.wav,30-09-2022_20h30_HIVE-6_Infested.wav,FRDR,Infested,HIVE-6,Infested_HIVE-6
197,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_21h30_HIVE-3691_Infested.wav,30-09-2022_21h30_HIVE-3691_Infested.wav,FRDR,Infested,HIVE-3691,Infested
198,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_21h45_HIVE-3631_Infested.wav,30-09-2022_21h45_HIVE-3631_Infested.wav,FRDR,Infested,HIVE-3631,Infested_HIVE-3631
199,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_21h45_HIVE-3693_Infested.wav,30-09-2022_21h45_HIVE-3693_Infested.wav,FRDR,Infested,HIVE-3693,Infested_HIVE-3693
200,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_22h00_HIVE-3690_Infested.wav,30-09-2022_22h00_HIVE-3690_Infested.wav,FRDR,Infested,HIVE-3690,Infested
201,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_22h00_HIVE-6_Infested.wav,30-09-2022_22h00_HIVE-6_Infested.wav,FRDR,Infested,HIVE-6,Infested_HIVE-6
202,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_22h15_HIVE-3631_Infested.wav,30-09-2022_22h15_HIVE-3631_Infested.wav,FRDR,Infested,HIVE-3631,Infested_HIVE-3631
203,dataset/urban-frdr/audio_2022_all_chunk\30-09-2022_22h15_HIVE-3693_Infested.wav,30-09-2022_22h15_HIVE-3693_Infested.wav,FRDR,Infested,HIVE-3693,Infested_HIVE-3693
204,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____00_00_00.wav,Hive1 12_06_2018_QueenBee____00_00_00.wav,Hive1_12_06_2018,Active,Hive1,
205,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____00_10_00.wav,Hive1 12_06_2018_QueenBee____00_10_00.wav,Hive1_12_06_2018,Active,Hive1,
206,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____00_20_00.wav,Hive1 12_06_2018_QueenBee____00_20_00.wav,Hive1_12_06_2018,Active,Hive1,
207,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____00_30_00.wav,Hive1 12_06_2018_QueenBee____00_30_00.wav,Hive1_12_06_2018,Active,Hive1,
208,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____00_40_00.wav,Hive1 12_06_2018_QueenBee____00_40_00.wav,Hive1_12_06_2018,Active,Hive1,
209,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____00_50_00.wav,Hive1 12_06_2018_QueenBee____00_50_00.wav,Hive1_12_06_2018,Active,Hive1,
210,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____01_00_00.wav,Hive1 12_06_2018_QueenBee____01_00_00.wav,Hive1_12_06_2018,Active,Hive1,
211,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____01_10_00.wav,Hive1 12_06_2018_QueenBee____01_10_00.wav,Hive1_12_06_2018,Active,Hive1,
212,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____01_20_00.wav,Hive1 12_06_2018_QueenBee____01_20_00.wav,Hive1_12_06_2018,Active,Hive1,
213,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____01_30_00.wav,Hive1 12_06_2018_QueenBee____01_30_00.wav,Hive1_12_06_2018,Active,Hive1,
214,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____01_40_00.wav,Hive1 12_06_2018_QueenBee____01_40_00.wav,Hive1_12_06_2018,Active,Hive1,
215,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____01_50_00.wav,Hive1 12_06_2018_QueenBee____01_50_00.wav,Hive1_12_06_2018,Active,Hive1,
216,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____02_00_00.wav,Hive1 12_06_2018_QueenBee____02_00_00.wav,Hive1_12_06_2018,Active,Hive1,
217,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____02_10_00.wav,Hive1 12_06_2018_QueenBee____02_10_00.wav,Hive1_12_06_2018,Active,Hive1,
218,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____02_20_00.wav,Hive1 12_06_2018_QueenBee____02_20_00.wav,Hive1_12_06_2018,Active,Hive1,
219,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____02_30_00.wav,Hive1 12_06_2018_QueenBee____02_30_00.wav,Hive1_12_06_2018,Active,Hive1,
220,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____02_40_00.wav,Hive1 12_06_2018_QueenBee____02_40_00.wav,Hive1_12_06_2018,Active,Hive1,
221,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____02_50_00.wav,Hive1 12_06_2018_QueenBee____02_50_00.wav,Hive1_12_06_2018,Active,Hive1,
222,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____03_00_00.wav,Hive1 12_06_2018_QueenBee____03_00_00.wav,Hive1_12_06_2018,Active,Hive1,
223,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____03_10_00.wav,Hive1 12_06_2018_QueenBee____03_10_00.wav,Hive1_12_06_2018,Active,Hive1,
224,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____03_20_00.wav,Hive1 12_06_2018_QueenBee____03_20_00.wav,Hive1_12_06_2018,Active,Hive1,
225,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____03_30_00.wav,Hive1 12_06_2018_QueenBee____03_30_00.wav,Hive1_12_06_2018,Active,Hive1,
226,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____03_40_00.wav,Hive1 12_06_2018_QueenBee____03_40_00.wav,Hive1_12_06_2018,Active,Hive1,
227,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____03_50_00.wav,Hive1 12_06_2018_QueenBee____03_50_00.wav,Hive1_12_06_2018,Active,Hive1,
228,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____04_00_00.wav,Hive1 12_06_2018_QueenBee____04_00_00.wav,Hive1_12_06_2018,Active,Hive1,
229,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____04_10_00.wav,Hive1 12_06_2018_QueenBee____04_10_00.wav,Hive1_12_06_2018,Active,Hive1,
230,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____04_20_00.wav,Hive1 12_06_2018_QueenBee____04_20_00.wav,Hive1_12_06_2018,Active,Hive1,
231,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____04_30_00.wav,Hive1 12_06_2018_QueenBee____04_30_00.wav,Hive1_12_06_2018,Active,Hive1,
232,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____04_40_00.wav,Hive1 12_06_2018_QueenBee____04_40_00.wav,Hive1_12_06_2018,Active,Hive1,
233,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____04_50_00.wav,Hive1 12_06_2018_QueenBee____04_50_00.wav,Hive1_12_06_2018,Active,Hive1,
234,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____05_00_00.wav,Hive1 12_06_2018_QueenBee____05_00_00.wav,Hive1_12_06_2018,Active,Hive1,
235,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____05_10_00.wav,Hive1 12_06_2018_QueenBee____05_10_00.wav,Hive1_12_06_2018,Active,Hive1,
236,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____05_20_00.wav,Hive1 12_06_2018_QueenBee____05_20_00.wav,Hive1_12_06_2018,Active,Hive1,
237,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____05_30_00.wav,Hive1 12_06_2018_QueenBee____05_30_00.wav,Hive1_12_06_2018,Active,Hive1,
238,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____05_40_00.wav,Hive1 12_06_2018_QueenBee____05_40_00.wav,Hive1_12_06_2018,Active,Hive1,
239,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____05_50_00.wav,Hive1 12_06_2018_QueenBee____05_50_00.wav,Hive1_12_06_2018,Active,Hive1,
240,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____06_00_00.wav,Hive1 12_06_2018_QueenBee____06_00_00.wav,Hive1_12_06_2018,Active,Hive1,
241,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____06_10_00.wav,Hive1 12_06_2018_QueenBee____06_10_00.wav,Hive1_12_06_2018,Active,Hive1,
242,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____06_20_00.wav,Hive1 12_06_2018_QueenBee____06_20_00.wav,Hive1_12_06_2018,Active,Hive1,
243,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____06_30_00.wav,Hive1 12_06_2018_QueenBee____06_30_00.wav,Hive1_12_06_2018,Active,Hive1,
244,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____06_40_00.wav,Hive1 12_06_2018_QueenBee____06_40_00.wav,Hive1_12_06_2018,Active,Hive1,
245,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____06_50_00.wav,Hive1 12_06_2018_QueenBee____06_50_00.wav,Hive1_12_06_2018,Active,Hive1,
246,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____07_00_00.wav,Hive1 12_06_2018_QueenBee____07_00_00.wav,Hive1_12_06_2018,Active,Hive1,
247,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____07_10_00.wav,Hive1 12_06_2018_QueenBee____07_10_00.wav,Hive1_12_06_2018,Active,Hive1,
248,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____07_20_00.wav,Hive1 12_06_2018_QueenBee____07_20_00.wav,Hive1_12_06_2018,Active,Hive1,
249,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____07_30_00.wav,Hive1 12_06_2018_QueenBee____07_30_00.wav,Hive1_12_06_2018,Active,Hive1,
250,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____07_40_00.wav,Hive1 12_06_2018_QueenBee____07_40_00.wav,Hive1_12_06_2018,Active,Hive1,
251,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____07_50_00.wav,Hive1 12_06_2018_QueenBee____07_50_00.wav,Hive1_12_06_2018,Active,Hive1,
252,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____08_00_00.wav,Hive1 12_06_2018_QueenBee____08_00_00.wav,Hive1_12_06_2018,Active,Hive1,
253,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____08_10_00.wav,Hive1 12_06_2018_QueenBee____08_10_00.wav,Hive1_12_06_2018,Active,Hive1,
254,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____08_20_00.wav,Hive1 12_06_2018_QueenBee____08_20_00.wav,Hive1_12_06_2018,Active,Hive1,
255,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____08_30_00.wav,Hive1 12_06_2018_QueenBee____08_30_00.wav,Hive1_12_06_2018,Active,Hive1,
256,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____08_40_00.wav,Hive1 12_06_2018_QueenBee____08_40_00.wav,Hive1_12_06_2018,Active,Hive1,
257,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____08_50_00.wav,Hive1 12_06_2018_QueenBee____08_50_00.wav,Hive1_12_06_2018,Active,Hive1,
258,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____09_00_00.wav,Hive1 12_06_2018_QueenBee____09_00_00.wav,Hive1_12_06_2018,Active,Hive1,
259,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____09_10_00.wav,Hive1 12_06_2018_QueenBee____09_10_00.wav,Hive1_12_06_2018,Active,Hive1,
260,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____09_20_00.wav,Hive1 12_06_2018_QueenBee____09_20_00.wav,Hive1_12_06_2018,Active,Hive1,
261,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____09_30_00.wav,Hive1 12_06_2018_QueenBee____09_30_00.wav,Hive1_12_06_2018,Active,Hive1,
262,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____09_40_00.wav,Hive1 12_06_2018_QueenBee____09_40_00.wav,Hive1_12_06_2018,Active,Hive1,
263,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____09_50_00.wav,Hive1 12_06_2018_QueenBee____09_50_00.wav,Hive1_12_06_2018,Active,Hive1,
264,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____10_00_00.wav,Hive1 12_06_2018_QueenBee____10_00_00.wav,Hive1_12_06_2018,Active,Hive1,
265,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____10_10_00.wav,Hive1 12_06_2018_QueenBee____10_10_00.wav,Hive1_12_06_2018,Active,Hive1,
266,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____10_20_00.wav,Hive1 12_06_2018_QueenBee____10_20_00.wav,Hive1_12_06_2018,Active,Hive1,
267,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____10_30_00.wav,Hive1 12_06_2018_QueenBee____10_30_00.wav,Hive1_12_06_2018,Active,Hive1,
268,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____10_40_00.wav,Hive1 12_06_2018_QueenBee____10_40_00.wav,Hive1_12_06_2018,Active,Hive1,
269,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____10_50_00.wav,Hive1 12_06_2018_QueenBee____10_50_00.wav,Hive1_12_06_2018,Active,Hive1,
270,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____11_00_00.wav,Hive1 12_06_2018_QueenBee____11_00_00.wav,Hive1_12_06_2018,Active,Hive1,
271,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____11_10_00.wav,Hive1 12_06_2018_QueenBee____11_10_00.wav,Hive1_12_06_2018,Active,Hive1,
272,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____11_20_00.wav,Hive1 12_06_2018_QueenBee____11_20_00.wav,Hive1_12_06_2018,Active,Hive1,
273,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____11_30_00.wav,Hive1 12_06_2018_QueenBee____11_30_00.wav,Hive1_12_06_2018,Active,Hive1,
274,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____11_40_00.wav,Hive1 12_06_2018_QueenBee____11_40_00.wav,Hive1_12_06_2018,Active,Hive1,
275,dataset\zenodo\Hive1_12_06_2018\Hive1 12_06_2018_QueenBee____11_50_00.wav,Hive1 12_06_2018_QueenBee____11_50_00.wav,Hive1_12_06_2018,Active,Hive1,
